location,db_band,goal,bpm_min,bpm_max,energy_min,energy_max,mood,genre_primary,genre_secondary,vocal,playlist_seed,notes,search_query,search_url,pref_genre_bonus,pref_artist_bonus,seed_mix_strategy
library,0-35,active,105,115,0.6,0.75,calm,pop,edm,light-vocal,Calm Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm calm energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20calm%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
library,36-50,active,108,118,0.63,0.78,calm,pop,edm,light-vocal,Calm Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm calm energetic workout music 108-118 bpm,https://open.spotify.com/search/pop%20edm%20calm%20energetic%20workout%20music%20108-118%20bpm,0.15,0.1,hybrid
library,51-65,active,110,120,0.65,0.8,calm,pop,edm,light-vocal,Calm Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm calm energetic workout music 110-120 bpm,https://open.spotify.com/search/pop%20edm%20calm%20energetic%20workout%20music%20110-120%20bpm,0.15,0.1,hybrid
library,66-80,active,120,130,0.75,0.9,calm,pop,edm,light-vocal,Calm Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm calm energetic workout music 120-130 bpm,https://open.spotify.com/search/pop%20edm%20calm%20energetic%20workout%20music%20120-130%20bpm,0.15,0.1,hybrid
library,81-100,active,105,115,0.6,0.75,calm,pop,edm,light-vocal,Calm Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm calm energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20calm%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
library,0-35,focus,70,85,0.35,0.5,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover calm for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
library,36-50,focus,73,88,0.38,0.53,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover calm for focus 73-88 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20for%20focus%2073-88%20bpm,0.15,0.1,hybrid
library,51-65,focus,75,90,0.4,0.55,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover calm for focus 75-90 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20for%20focus%2075-90%20bpm,0.15,0.1,hybrid
library,66-80,focus,85,100,0.5,0.65,calm,lo-fi,instrumental hiphop,light-vocal,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop calm energetic for focus 85-100 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20calm%20energetic%20for%20focus%2085-100%20bpm,0.15,0.1,hybrid
library,81-100,focus,70,85,0.35,0.5,calm,lo-fi,instrumental hiphop,instrumental,Calm Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover calm for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
library,0-35,relax,55,70,0.25,0.4,calm,jazz,acoustic,light-vocal,Calm Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
library,36-50,relax,58,73,0.28,0.43,calm,jazz,acoustic,light-vocal,Calm Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic calm to relax 58-73 bpm,https://open.spotify.com/search/jazz%20acoustic%20calm%20to%20relax%2058-73%20bpm,0.15,0.1,hybrid
library,51-65,relax,60,75,0.3,0.45,calm,jazz,acoustic,light-vocal,Calm Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic calm to relax 60-75 bpm,https://open.spotify.com/search/jazz%20acoustic%20calm%20to%20relax%2060-75%20bpm,0.15,0.1,hybrid
library,66-80,relax,70,85,0.4,0.55,calm,jazz,acoustic,light-vocal,Calm Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic calm to relax 70-85 bpm,https://open.spotify.com/search/jazz%20acoustic%20calm%20to%20relax%2070-85%20bpm,0.15,0.1,hybrid
library,81-100,relax,55,70,0.25,0.4,calm,jazz,acoustic,instrumental,Calm Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic instrumental -live -remix -karaoke -cover calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
library,0-35,reading,53,60,0.25,0.3,calm,piano,classical,instrumental,Calm Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
library,36-50,reading,56,63,0.28,0.33,calm,piano,classical,instrumental,Calm Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover calm study music 56-63 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20study%20music%2056-63%20bpm,0.15,0.1,hybrid
library,51-65,reading,58,65,0.3,0.35,calm,piano,classical,instrumental,Calm Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover calm study music 58-65 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20study%20music%2058-65%20bpm,0.15,0.1,hybrid
library,66-80,reading,68,75,0.4,0.45,calm,piano,classical,instrumental,Calm Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover calm study music 68-75 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20study%20music%2068-75%20bpm,0.15,0.1,hybrid
library,81-100,reading,53,60,0.25,0.3,calm,piano,classical,instrumental,Calm Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
library,0-35,neutral,55,57,0.27,0.29,calm,ambient,acoustic,light-vocal,Calm Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
library,36-50,neutral,58,60,0.3,0.32,calm,ambient,acoustic,light-vocal,Calm Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic calm background music 58-60 bpm,https://open.spotify.com/search/ambient%20acoustic%20calm%20background%20music%2058-60%20bpm,0.15,0.1,hybrid
library,51-65,neutral,60,62,0.32,0.34,calm,ambient,acoustic,light-vocal,Calm Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic calm background music 60-62 bpm,https://open.spotify.com/search/ambient%20acoustic%20calm%20background%20music%2060-62%20bpm,0.15,0.1,hybrid
library,66-80,neutral,70,72,0.42,0.44,calm,ambient,acoustic,light-vocal,Calm Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic calm background music 70-72 bpm,https://open.spotify.com/search/ambient%20acoustic%20calm%20background%20music%2070-72%20bpm,0.15,0.1,hybrid
library,81-100,neutral,55,57,0.27,0.29,calm,ambient,acoustic,instrumental,Calm Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic instrumental -live -remix -karaoke -cover calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
library,0-35,meditate,55,60,0.25,0.32,serene,ambient drone,binaural,no-vocal,Serene Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover serene calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20serene%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
library,36-50,meditate,55,60,0.25,0.32,serene,ambient drone,binaural,no-vocal,Serene Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover serene calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20serene%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
library,51-65,meditate,55,60,0.25,0.32,serene,ambient drone,binaural,no-vocal,Serene Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover serene calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20serene%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
library,66-80,meditate,55,60,0.25,0.32,serene,ambient drone,binaural,no-vocal,Serene Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover serene calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20serene%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
library,81-100,meditate,55,60,0.25,0.32,serene,ambient drone,binaural,no-vocal,Serene Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover serene calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20serene%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
library,0-35,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover soothing calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20soothing%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
library,36-50,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover soothing calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20soothing%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
library,51-65,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover soothing calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20soothing%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
library,66-80,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover soothing calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20soothing%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
library,81-100,sleep,55,55,0.2,0.22,soothing,ambient,white noise,no-vocal,Soothing Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover soothing calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20soothing%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
home,0-35,active,105,115,0.6,0.75,neutral,pop,edm,vocal-heavy,Neutral Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal neutral energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20neutral%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
home,36-50,active,108,118,0.63,0.78,neutral,pop,edm,vocal-heavy,Neutral Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal neutral energetic workout music 108-118 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20neutral%20energetic%20workout%20music%20108-118%20bpm,0.15,0.1,hybrid
home,51-65,active,110,120,0.65,0.8,neutral,pop,edm,vocal-heavy,Neutral Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal neutral energetic workout music 110-120 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20neutral%20energetic%20workout%20music%20110-120%20bpm,0.15,0.1,hybrid
home,66-80,active,120,130,0.75,0.9,neutral,pop,edm,vocal-heavy,Neutral Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal neutral energetic workout music 120-130 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20neutral%20energetic%20workout%20music%20120-130%20bpm,0.15,0.1,hybrid
home,81-100,active,105,115,0.6,0.75,neutral,pop,edm,vocal-heavy,Neutral Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal neutral energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20neutral%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
home,0-35,focus,70,85,0.35,0.5,neutral,lo-fi,instrumental hiphop,instrumental,Neutral Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover neutral for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
home,36-50,focus,73,88,0.38,0.53,neutral,lo-fi,instrumental hiphop,instrumental,Neutral Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover neutral for focus 73-88 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20for%20focus%2073-88%20bpm,0.15,0.1,hybrid
home,51-65,focus,75,90,0.4,0.55,neutral,lo-fi,instrumental hiphop,instrumental,Neutral Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover neutral for focus 75-90 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20for%20focus%2075-90%20bpm,0.15,0.1,hybrid
home,66-80,focus,85,100,0.5,0.65,neutral,lo-fi,instrumental hiphop,light-vocal,Neutral Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop neutral energetic for focus 85-100 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20neutral%20energetic%20for%20focus%2085-100%20bpm,0.15,0.1,hybrid
home,81-100,focus,70,85,0.35,0.5,neutral,lo-fi,instrumental hiphop,instrumental,Neutral Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover neutral for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
home,0-35,relax,55,70,0.25,0.4,neutral,jazz,acoustic,light-vocal,Neutral Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic neutral calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20neutral%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
home,36-50,relax,58,73,0.28,0.43,neutral,jazz,acoustic,light-vocal,Neutral Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic neutral calm to relax 58-73 bpm,https://open.spotify.com/search/jazz%20acoustic%20neutral%20calm%20to%20relax%2058-73%20bpm,0.15,0.1,hybrid
home,51-65,relax,60,75,0.3,0.45,neutral,jazz,acoustic,light-vocal,Neutral Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic neutral calm to relax 60-75 bpm,https://open.spotify.com/search/jazz%20acoustic%20neutral%20calm%20to%20relax%2060-75%20bpm,0.15,0.1,hybrid
home,66-80,relax,70,85,0.4,0.55,neutral,jazz,acoustic,light-vocal,Neutral Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic neutral to relax 70-85 bpm,https://open.spotify.com/search/jazz%20acoustic%20neutral%20to%20relax%2070-85%20bpm,0.15,0.1,hybrid
home,81-100,relax,55,70,0.25,0.4,neutral,jazz,acoustic,instrumental,Neutral Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic instrumental -live -remix -karaoke -cover neutral calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
home,0-35,reading,53,60,0.25,0.3,neutral,piano,classical,instrumental,Neutral Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover neutral calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
home,36-50,reading,56,63,0.28,0.33,neutral,piano,classical,instrumental,Neutral Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover neutral calm study music 56-63 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20study%20music%2056-63%20bpm,0.15,0.1,hybrid
home,51-65,reading,58,65,0.3,0.35,neutral,piano,classical,instrumental,Neutral Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover neutral calm study music 58-65 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20study%20music%2058-65%20bpm,0.15,0.1,hybrid
home,66-80,reading,68,75,0.4,0.45,neutral,piano,classical,instrumental,Neutral Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover neutral study music 68-75 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20study%20music%2068-75%20bpm,0.15,0.1,hybrid
home,81-100,reading,53,60,0.25,0.3,neutral,piano,classical,instrumental,Neutral Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover neutral calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
home,0-35,neutral,55,57,0.27,0.29,neutral,ambient,acoustic,mixed,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20neutral%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
home,36-50,neutral,58,60,0.3,0.32,neutral,ambient,acoustic,mixed,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral calm background music 58-60 bpm,https://open.spotify.com/search/ambient%20acoustic%20neutral%20calm%20background%20music%2058-60%20bpm,0.15,0.1,hybrid
home,51-65,neutral,60,62,0.32,0.34,neutral,ambient,acoustic,mixed,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral background music 60-62 bpm,https://open.spotify.com/search/ambient%20acoustic%20neutral%20background%20music%2060-62%20bpm,0.15,0.1,hybrid
home,66-80,neutral,70,72,0.42,0.44,neutral,ambient,acoustic,mixed,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic neutral background music 70-72 bpm,https://open.spotify.com/search/ambient%20acoustic%20neutral%20background%20music%2070-72%20bpm,0.15,0.1,hybrid
home,81-100,neutral,55,57,0.27,0.29,neutral,ambient,acoustic,instrumental,Neutral Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic instrumental -live -remix -karaoke -cover neutral calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
home,0-35,meditate,55,60,0.25,0.32,neutral,ambient drone,binaural,no-vocal,Neutral Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover neutral calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
home,36-50,meditate,55,60,0.25,0.32,neutral,ambient drone,binaural,no-vocal,Neutral Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover neutral calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
home,51-65,meditate,55,60,0.25,0.32,neutral,ambient drone,binaural,no-vocal,Neutral Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover neutral calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
home,66-80,meditate,55,60,0.25,0.32,neutral,ambient drone,binaural,no-vocal,Neutral Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover neutral calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
home,81-100,meditate,55,60,0.25,0.32,neutral,ambient drone,binaural,no-vocal,Neutral Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover neutral calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
home,0-35,sleep,55,55,0.2,0.22,neutral,ambient,white noise,no-vocal,Neutral Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover neutral calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
home,36-50,sleep,55,55,0.2,0.22,neutral,ambient,white noise,no-vocal,Neutral Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover neutral calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
home,51-65,sleep,55,55,0.2,0.22,neutral,ambient,white noise,no-vocal,Neutral Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover neutral calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
