location,db_band,goal,bpm_min,bpm_max,energy_min,energy_max,mood,genre_primary,genre_secondary,vocal,playlist_seed,notes,search_query,search_url,pref_genre_bonus,pref_artist_bonus,seed_mix_strategy
home,66-80,sleep,55,55,0.2,0.22,neutral,ambient,white noise,no-vocal,Neutral Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover neutral calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
home,81-100,sleep,55,55,0.2,0.22,neutral,ambient,white noise,no-vocal,Neutral Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover neutral calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20neutral%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
office,0-35,active,105,115,0.6,0.75,focus,pop,edm,light-vocal,Focus Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm focus energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20focus%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
office,36-50,active,108,118,0.63,0.78,focus,pop,edm,light-vocal,Focus Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm focus energetic workout music 108-118 bpm,https://open.spotify.com/search/pop%20edm%20focus%20energetic%20workout%20music%20108-118%20bpm,0.15,0.1,hybrid
office,51-65,active,110,120,0.65,0.8,focus,pop,edm,light-vocal,Focus Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm focus energetic workout music 110-120 bpm,https://open.spotify.com/search/pop%20edm%20focus%20energetic%20workout%20music%20110-120%20bpm,0.15,0.1,hybrid
office,66-80,active,120,130,0.75,0.9,focus,pop,edm,light-vocal,Focus Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm focus energetic workout music 120-130 bpm,https://open.spotify.com/search/pop%20edm%20focus%20energetic%20workout%20music%20120-130%20bpm,0.15,0.1,hybrid
office,81-100,active,105,115,0.6,0.75,focus,pop,edm,light-vocal,Focus Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm focus energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20focus%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
office,0-35,focus,70,85,0.35,0.5,focus,lo-fi,instrumental hiphop,light-vocal,Focus Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop focus for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20focus%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
office,36-50,focus,73,88,0.38,0.53,focus,lo-fi,instrumental hiphop,light-vocal,Focus Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop focus for focus 73-88 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20focus%20for%20focus%2073-88%20bpm,0.15,0.1,hybrid
office,51-65,focus,75,90,0.4,0.55,focus,lo-fi,instrumental hiphop,light-vocal,Focus Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop focus for focus 75-90 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20focus%20for%20focus%2075-90%20bpm,0.15,0.1,hybrid
office,66-80,focus,85,100,0.5,0.65,focus,lo-fi,instrumental hiphop,light-vocal,Focus Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop focus energetic for focus 85-100 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20focus%20energetic%20for%20focus%2085-100%20bpm,0.15,0.1,hybrid
office,81-100,focus,70,85,0.35,0.5,focus,lo-fi,instrumental hiphop,instrumental,Focus Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover focus for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20focus%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
office,0-35,relax,55,70,0.25,0.4,focus,jazz,acoustic,light-vocal,Focus Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic focus calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20focus%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
office,36-50,relax,58,73,0.28,0.43,focus,jazz,acoustic,light-vocal,Focus Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic focus calm to relax 58-73 bpm,https://open.spotify.com/search/jazz%20acoustic%20focus%20calm%20to%20relax%2058-73%20bpm,0.15,0.1,hybrid
office,51-65,relax,60,75,0.3,0.45,focus,jazz,acoustic,light-vocal,Focus Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic focus calm to relax 60-75 bpm,https://open.spotify.com/search/jazz%20acoustic%20focus%20calm%20to%20relax%2060-75%20bpm,0.15,0.1,hybrid
office,66-80,relax,70,85,0.4,0.55,focus,jazz,acoustic,light-vocal,Focus Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic focus to relax 70-85 bpm,https://open.spotify.com/search/jazz%20acoustic%20focus%20to%20relax%2070-85%20bpm,0.15,0.1,hybrid
office,81-100,relax,55,70,0.25,0.4,focus,jazz,acoustic,instrumental,Focus Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic instrumental -live -remix -karaoke -cover focus calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
office,0-35,reading,53,60,0.25,0.3,focus,piano,classical,light-vocal,Focus Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical focus calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20focus%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
office,36-50,reading,56,63,0.28,0.33,focus,piano,classical,light-vocal,Focus Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical focus calm study music 56-63 bpm,https://open.spotify.com/search/piano%20classical%20focus%20calm%20study%20music%2056-63%20bpm,0.15,0.1,hybrid
office,51-65,reading,58,65,0.3,0.35,focus,piano,classical,light-vocal,Focus Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical focus calm study music 58-65 bpm,https://open.spotify.com/search/piano%20classical%20focus%20calm%20study%20music%2058-65%20bpm,0.15,0.1,hybrid
office,66-80,reading,68,75,0.4,0.45,focus,piano,classical,light-vocal,Focus Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical focus study music 68-75 bpm,https://open.spotify.com/search/piano%20classical%20focus%20study%20music%2068-75%20bpm,0.15,0.1,hybrid
office,81-100,reading,53,60,0.25,0.3,focus,piano,classical,instrumental,Focus Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover focus calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
office,0-35,neutral,55,57,0.27,0.29,focus,ambient,acoustic,light-vocal,Focus Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic focus calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20focus%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
office,36-50,neutral,58,60,0.3,0.32,focus,ambient,acoustic,light-vocal,Focus Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic focus calm background music 58-60 bpm,https://open.spotify.com/search/ambient%20acoustic%20focus%20calm%20background%20music%2058-60%20bpm,0.15,0.1,hybrid
office,51-65,neutral,60,62,0.32,0.34,focus,ambient,acoustic,light-vocal,Focus Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic focus background music 60-62 bpm,https://open.spotify.com/search/ambient%20acoustic%20focus%20background%20music%2060-62%20bpm,0.15,0.1,hybrid
office,66-80,neutral,70,72,0.42,0.44,focus,ambient,acoustic,light-vocal,Focus Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic focus background music 70-72 bpm,https://open.spotify.com/search/ambient%20acoustic%20focus%20background%20music%2070-72%20bpm,0.15,0.1,hybrid
office,81-100,neutral,55,57,0.27,0.29,focus,ambient,acoustic,instrumental,Focus Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic instrumental -live -remix -karaoke -cover focus calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
office,0-35,meditate,55,60,0.25,0.32,focus,ambient drone,binaural,no-vocal,Focus Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover focus calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
office,36-50,meditate,55,60,0.25,0.32,focus,ambient drone,binaural,no-vocal,Focus Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover focus calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
office,51-65,meditate,55,60,0.25,0.32,focus,ambient drone,binaural,no-vocal,Focus Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover focus calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
office,66-80,meditate,55,60,0.25,0.32,focus,ambient drone,binaural,no-vocal,Focus Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover focus calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
office,81-100,meditate,55,60,0.25,0.32,focus,ambient drone,binaural,no-vocal,Focus Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural ambient white noise -vocal -live -remix -karaoke -cover focus calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
office,0-35,sleep,55,55,0.2,0.22,focus,ambient,white noise,no-vocal,Focus Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover focus calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
office,36-50,sleep,55,55,0.2,0.22,focus,ambient,white noise,no-vocal,Focus Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover focus calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
office,51-65,sleep,55,55,0.2,0.22,focus,ambient,white noise,no-vocal,Focus Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover focus calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
office,66-80,sleep,55,55,0.2,0.22,focus,ambient,white noise,no-vocal,Focus Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover focus calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
office,81-100,sleep,55,55,0.2,0.22,focus,ambient,white noise,no-vocal,Focus Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise -vocal -live -remix -karaoke -cover focus calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20-vocal%20-live%20-remix%20-karaoke%20-cover%20focus%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
cafe,0-35,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
cafe,36-50,active,108,118,0.63,0.78,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 108-118 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20108-118%20bpm,0.15,0.1,hybrid
cafe,51-65,active,110,120,0.65,0.8,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 110-120 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20110-120%20bpm,0.15,0.1,hybrid
cafe,66-80,active,120,130,0.75,0.9,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 120-130 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20120-130%20bpm,0.15,0.1,hybrid
cafe,81-100,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
cafe,0-35,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop chill for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20chill%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
cafe,36-50,focus,73,88,0.38,0.53,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop chill for focus 73-88 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20chill%20for%20focus%2073-88%20bpm,0.15,0.1,hybrid
cafe,51-65,focus,75,90,0.4,0.55,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop chill for focus 75-90 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20chill%20for%20focus%2075-90%20bpm,0.15,0.1,hybrid
cafe,66-80,focus,85,100,0.5,0.65,chill,lo-fi,instrumental hiphop,light-vocal,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop chill energetic for focus 85-100 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20chill%20energetic%20for%20focus%2085-100%20bpm,0.15,0.1,hybrid
cafe,81-100,focus,70,85,0.35,0.5,chill,lo-fi,instrumental hiphop,instrumental,Chill Lo-Fi Focus,Input dB >100 is OUTLIER: clamp to 100 and flag,lo-fi instrumental hiphop instrumental -live -remix -karaoke -cover chill for focus 70-85 bpm,https://open.spotify.com/search/lo-fi%20instrumental%20hiphop%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20for%20focus%2070-85%20bpm,0.15,0.1,hybrid
cafe,0-35,relax,55,70,0.25,0.4,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20chill%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
cafe,36-50,relax,58,73,0.28,0.43,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill calm to relax 58-73 bpm,https://open.spotify.com/search/jazz%20acoustic%20chill%20calm%20to%20relax%2058-73%20bpm,0.15,0.1,hybrid
cafe,51-65,relax,60,75,0.3,0.45,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill calm to relax 60-75 bpm,https://open.spotify.com/search/jazz%20acoustic%20chill%20calm%20to%20relax%2060-75%20bpm,0.15,0.1,hybrid
cafe,66-80,relax,70,85,0.4,0.55,chill,jazz,acoustic,light-vocal,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic chill to relax 70-85 bpm,https://open.spotify.com/search/jazz%20acoustic%20chill%20to%20relax%2070-85%20bpm,0.15,0.1,hybrid
cafe,81-100,relax,55,70,0.25,0.4,chill,jazz,acoustic,instrumental,Chill Jazz Relax,Input dB >100 is OUTLIER: clamp to 100 and flag,jazz acoustic instrumental -live -remix -karaoke -cover chill calm to relax 55-70 bpm,https://open.spotify.com/search/jazz%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20to%20relax%2055-70%20bpm,0.15,0.1,hybrid
cafe,0-35,reading,53,60,0.25,0.3,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical chill calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20chill%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
cafe,36-50,reading,56,63,0.28,0.33,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical chill calm study music 56-63 bpm,https://open.spotify.com/search/piano%20classical%20chill%20calm%20study%20music%2056-63%20bpm,0.15,0.1,hybrid
cafe,51-65,reading,58,65,0.3,0.35,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical chill calm study music 58-65 bpm,https://open.spotify.com/search/piano%20classical%20chill%20calm%20study%20music%2058-65%20bpm,0.15,0.1,hybrid
cafe,66-80,reading,68,75,0.4,0.45,chill,piano,classical,light-vocal,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical chill study music 68-75 bpm,https://open.spotify.com/search/piano%20classical%20chill%20study%20music%2068-75%20bpm,0.15,0.1,hybrid
cafe,81-100,reading,53,60,0.25,0.3,chill,piano,classical,instrumental,Chill Piano Reading,Input dB >100 is OUTLIER: clamp to 100 and flag,piano classical instrumental -live -remix -karaoke -cover chill calm study music 53-60 bpm,https://open.spotify.com/search/piano%20classical%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20study%20music%2053-60%20bpm,0.15,0.1,hybrid
cafe,0-35,neutral,55,57,0.27,0.29,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20chill%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
cafe,36-50,neutral,58,60,0.3,0.32,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill calm background music 58-60 bpm,https://open.spotify.com/search/ambient%20acoustic%20chill%20calm%20background%20music%2058-60%20bpm,0.15,0.1,hybrid
cafe,51-65,neutral,60,62,0.32,0.34,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill background music 60-62 bpm,https://open.spotify.com/search/ambient%20acoustic%20chill%20background%20music%2060-62%20bpm,0.15,0.1,hybrid
cafe,66-80,neutral,70,72,0.42,0.44,chill,ambient,acoustic,light-vocal,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic chill background music 70-72 bpm,https://open.spotify.com/search/ambient%20acoustic%20chill%20background%20music%2070-72%20bpm,0.15,0.1,hybrid
cafe,81-100,neutral,55,57,0.27,0.29,chill,ambient,acoustic,instrumental,Chill Ambient Neutral,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient acoustic instrumental -live -remix -karaoke -cover chill calm background music 55-57 bpm,https://open.spotify.com/search/ambient%20acoustic%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20background%20music%2055-57%20bpm,0.15,0.1,hybrid
cafe,0-35,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural instrumental -live -remix -karaoke -cover chill calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
cafe,36-50,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural instrumental -live -remix -karaoke -cover chill calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
cafe,51-65,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural instrumental -live -remix -karaoke -cover chill calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
cafe,66-80,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural instrumental -live -remix -karaoke -cover chill calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
cafe,81-100,meditate,55,60,0.25,0.32,chill,ambient drone,binaural,instrumental,Chill Ambient Drone Meditate,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient drone binaural instrumental -live -remix -karaoke -cover chill calm meditation music 55-60 bpm,https://open.spotify.com/search/ambient%20drone%20binaural%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20meditation%20music%2055-60%20bpm,0.15,0.1,hybrid
cafe,0-35,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise instrumental -live -remix -karaoke -cover chill calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
cafe,36-50,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise instrumental -live -remix -karaoke -cover chill calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
cafe,51-65,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise instrumental -live -remix -karaoke -cover chill calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
cafe,66-80,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise instrumental -live -remix -karaoke -cover chill calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
cafe,81-100,sleep,55,55,0.2,0.22,chill,ambient,white noise,instrumental,Chill Ambient Sleep,Input dB >100 is OUTLIER: clamp to 100 and flag,ambient white noise instrumental -live -remix -karaoke -cover chill calm sleep sounds 55 bpm,https://open.spotify.com/search/ambient%20white%20noise%20instrumental%20-live%20-remix%20-karaoke%20-cover%20chill%20calm%20sleep%20sounds%2055%20bpm,0.15,0.1,hybrid
outdoor,0-35,active,105,115,0.6,0.75,chill,pop,edm,vocal-heavy,Chill Pop Active,Input dB >100 is OUTLIER: clamp to 100 and flag,pop edm vocal chill energetic workout music 105-115 bpm,https://open.spotify.com/search/pop%20edm%20vocal%20chill%20energetic%20workout%20music%20105-115%20bpm,0.15,0.1,hybrid
